NRO_RADICADO,NUMERO_EXPEDIENTE,FECHA_ACCIDENTE,ID_ZONA,GRAVEDAD,DESC_CLASE_ACCIDENTE,HORA_ACCIDENTE,AREA,SECTOR,ZONA,DISENO,ESTADO_TIEMPO,VIA_ACCID,POSIBLE_CAUSA
9013,A00000483,may/15/2017 11:05 a. m.,23,d,Choque,may/15/2017 11:05 a. m.,1,1,1,1,1,Carrera 54 X Calle 75AB Sur,143
9014,A00000487,may/18/2017 03:20 p. m.,23,d,Choque,may/18/2017 03:20 p. m.,1,1,1,1,1,Carrera 50 X Calle 79 Sur,143
9015,A00000481,may/14/2017 06:00 p. m.,20,d,Choque,may/14/2017 06:00 p. m.,1,1,1,1,1,Calle 82 Sur X Carrera 62,143
9016,A00000324,abr/01/2017 09:20 p. m.,15,d,Choque,abr/01/2017 09:20 p. m.,1,1,1,2,1,Calle 77 Sur X Carrera 62,143
9017,A00000322,mar/31/2017 04:10 p. m.,15,h,Atropello,mar/31/2017 04:10 p. m.,1,1,1,1,1,Calle 74 Sur X Carrera 62A,143
9018,A00000302,mar/23/2017 10:30 p. m.,3,h,Choque,mar/23/2017 10:30 p. m.,1,1,1,1,1,Carrera 50 X Calle 79 Sur,143
9019,A00000316,mar/28/2017 03:20 p. m.,2,h,Atropello,mar/28/2017 03:20 p. m.,1,1,1,1,1,Carrera 61 X Calle 590 Sur,409
9032,A00000478,may/15/2017 11:20 a. m.,16,d,Otro,may/15/2017 11:20 a. m.,1,1,1,1,1,Carrera 56CC X Calle 83DD Sur,141
9035,A00000306,mar/26/2017 09:30 p. m.,3,d,Choque,mar/26/2017 09:30 p. m.,1,1,1,1,1,Carrera 50 X Calle 90 Sur,143
9036,A00000294,mar/24/2017 01:00 p. m.,2,h,Choque,mar/24/2017 01:00 p. m.,1,1,1,1,1,Carrera 50 X Calle 100B Sur,143
9037,A00000211,mar/03/2017 05:30 p. m.,4,d,Choque,mar/03/2017 05:30 p. m.,1,1,1,11,1,Carrera 48 X Calle 101 Sur,143
9038,A00000230,mar/07/2017 02:30 p. m.,2,h,Choque,mar/07/2017 02:30 p. m.,1,1,1,1,1,Carrera 48 X Calle 101 Sur,143
9039,A00000309,mar/23/2017 05:30 p. m.,25,d,Choque,mar/23/2017 05:30 p. m.,1,1,1,1,1,Carrera 59 X Calle 80 Sur,143
9040,A00000360,abr/10/2017 09:00 p. m.,3,h,Choque,abr/10/2017 09:00 p. m.,1,1,1,1,1,Carrera 50 X Calle 96 Sur,143
9041,A00000365,abr/11/2017 02:35 p. m.,3,h,Choque,abr/11/2017 02:35 p. m.,1,1,1,1,1,Carrera 50 X Calle 79 Sur,143
9042,A00000401,abr/24/2017 04:20 p. m.,18,d,Choque,abr/24/2017 04:20 p. m.,1,1,1,2,1,Calle 77 Sur X Carrera 53,143
9043,A00000432,may/05/2017 12:00 p. m.,19,h,Atropello,may/05/2017 12:00 p. m.,1,1,1,1,1,Calle 77 Sur X Carrera 56B,140
9044,A00000438,may/07/2017 01:40 p. m.,19,h,Choque,may/07/2017 01:40 p. m.,1,1,1,1,1,Carrera 54 X Calle 75A Sur,143
9045,A00000484,may/15/2017 02:00 p. m.,3,d,Choque,may/15/2017 02:00 p. m.,1,1,1,1,1,Calle 79 Sur X Carrera 53,143
9046,A00000511,may/23/2017 08:30 a. m.,23,d,Choque,may/23/2017 08:30 a. m.,1,1,1,1,1,Calle 73 Sur X Carrera 64,143
9047,A00000514,may/24/2017 10:30 a. m.,16,d,Choque,may/24/2017 10:30 a. m.,1,1,1,1,1,Carrera 56 X Calle 83 Sur,143
9061,A00000435,may/06/2017 06:00 a. m.,1,d,Choque,may/06/2017 06:00 a. m.,1,1,1,1,1,Carrera 54 X Calle 75AA Sur,143
9078,A00000387,abr/22/2017 09:00 p. m.,3,h,Choque,abr/22/2017 09:00 p. m.,1,1,1,1,1,Carrera 50 X Calle 97 Sur,143
9079,A00000397,abr/25/2017 07:00 a. m.,3,h,Choque,abr/25/2017 07:00 a. m.,1,1,1,2,1,Carrera 50 X Calle 83C Sur,143
9088,A00000496,may/20/2017 03:30 p. m.,3,d,Choque,may/20/2017 03:30 p. m.,1,1,1,1,1,Calle 79 Sur X Carrera 50,143
9089,A00000474,may/11/2017 09:30 p. m.,3,d,Choque,may/11/2017 09:30 p. m.,1,1,1,1,1,Carrera 50 X Calle 80 Sur,143
9090,A00000473,may/11/2017 06:00 p. m.,5,d,Choque,may/11/2017 06:00 p. m.,1,1,1,1,1,Calle 91 Sur X Carrera 55,143
6755,A000213342,abr/01/2015 08:40 p. m.,2,h,Choque,abr/01/2015 08:40 p. m.,1,2,1,1,1,Carrera 50 X Calle 99 Sur,143
6877,A000213474,may/26/2015 02:30 p. m.,23,h,Caida Ocupante,may/26/2015 02:30 p. m.,1,2,1,1,1,Carrera 52 X Calle 79 Sur,143
6919,A000213465,may/18/2015 12:00 p. m.,3,d,Choque,may/18/2015 12:00 p. m.,1,1,1,1,1,Carrera 50 X Calle 95 Sur,143
6920,A000213463,may/20/2015 07:20 p. m.,22,d,Choque,may/20/2015 07:20 p. m.,1,1,1,1,1,Carrera 59 X Calle 83 Sur,143
6921,A000265816,jun/08/2015 07:00 a. m.,23,d,Choque,jun/08/2015 07:00 a. m.,1,1,1,1,1,Carrera 54 X Calle 80 Sur,143
6922,A000213445,may/14/2015 08:40 p. m.,3,d,Choque,may/14/2015 08:40 p. m.,1,1,1,1,1,Calle 79 Sur X Carrera 49,143
6923,A000213458,may/19/2015 05:40 p. m.,4,d,Choque,may/19/2015 05:40 p. m.,1,2,1,1,1,Carrera 48 X Calle 79C Sur,143
6924,A00000325,may/08/2015 01:00 p. m.,4,h,Otro,may/08/2015 01:00 p. m.,1,1,1,1,1,Carrera 48 X Calle 97 Sur,140
6925,A000213398,abr/27/2015 06:00 a. m.,23,h,Choque,abr/27/2015 06:00 a. m.,1,2,1,1,1,Calle 79 Sur X Carrera 50,143
6926,A000213470,may/24/2015 03:33 p. m.,27,h,Choque,may/24/2015 03:33 p. m.,1,1,1,1,1,Calle 75 Sur X Carrera 54A,143
6927,A000265809,jun/04/2015 01:00 p. m.,2,h,Choque,jun/04/2015 01:00 p. m.,1,1,1,1,1,Calle 100B Sur X Carrera 48,140
6928,A000213460,may/19/2015 04:15 p. m.,4,d,Choque,may/19/2015 04:15 p. m.,1,1,1,1,1,Carrera 48 X Calle 100C Sur,143
6929,A000265811,jun/05/2015 07:30 p. m.,20,h,Caida Ocupante,jun/05/2015 07:30 p. m.,1,1,1,1,1,Calle 77 Sur X Carrera 62AA,143
7012,A000265883,jul/03/2015 12:40 p. m.,4,h,Choque,jul/03/2015 12:40 p. m.,1,2,1,1,1,Carrera 48 X Calle 100D Sur,140
7013,A000265886,jul/06/2015 11:40 a. m.,1,h,Caida Ocupante,jul/06/2015 11:40 a. m.,1,1,1,1,1,Carrera 60 X Calle 80 Sur,140
7014,A000265882,jul/02/2015 06:50 a. m.,3,h,Caida Ocupante,jul/02/2015 06:50 a. m.,1,1,1,1,1,Carrera 50 X Calle 94 Sur,140
7015,A000265885,jul/06/2015 11:00 a. m.,3,h,Caida Ocupante,jul/06/2015 11:00 a. m.,1,2,1,1,1,Carrera 50 X Calle 94 Sur,140
7016,A000265884,jul/05/2015 05:40 p. m.,4,h,Caida Ocupante,jul/05/2015 05:40 p. m.,1,1,1,1,1,Carrera 48 X Calle 96 Sur,140
7017,A000265887,jul/05/2015 08:40 p. m.,14,h,Choque,jul/05/2015 08:40 p. m.,1,1,1,1,1,Carrera 50 X Calle 88 Sur,143
7018,A00000494,jul/02/2015 09:00 p. m.,3,h,Choque,jul/02/2015 09:00 p. m.,1,1,1,1,1,Carrera 50 X Calle 79C Sur,143
7019,A000265888,jul/06/2015 07:40 a. m.,4,d,Choque,jul/06/2015 07:40 a. m.,1,2,1,1,1,Carrera 50 X Calle 79 Sur,143
7056,A000265908,jul/10/2015 07:45 p. m.,27,h,Atropello,jul/10/2015 07:45 p. m.,1,1,1,1,1,Carrera 54 X Calle 75AA Sur,409
6508,A000161467,ene/01/2015 02:50 p. m.,3,d,Choque,ene/01/2015 02:50 p. m.,1,1,1,1,1,Carrera 50 X Calle 94 Sur,143
6548,A000161489,ene/16/2015 06:10 p. m.,6,h,Caida Ocupante,ene/16/2015 06:10 p. m.,1,1,1,1,1,Carrera 55 X Calle 80 Sur,140
6552,A000161503,ene/19/2015 04:00 p. m.,3,h,Caida Ocupante,ene/19/2015 04:00 p. m.,1,1,1,1,1,Carrera 50 X Calle 93 Sur,140
6553,A000161504,ene/19/2015 04:00 p. m.,3,h,Caida Ocupante,ene/19/2015 04:00 p. m.,1,1,1,1,1,Carrera 50 X Calle 93 Sur,140
6554,A000161506,ene/20/2015 12:00 p. m.,2,h,Caida Ocupante,ene/20/2015 12:00 p. m.,1,1,1,1,1,Carrera 50 X Calle 100 Sur,140
6555,A000161505,ene/19/2015 02:40 p. m.,1,h,Atropello,ene/19/2015 02:40 p. m.,1,1,1,1,1,Calle 80 Sur X Carrera 59,409
6556,A000161507,ene/20/2015 01:45 p. m.,9,h,Caida Ocupante,ene/20/2015 01:45 p. m.,1,1,1,1,1,Calle 74 Sur X Carrera 54,140
6557,A000161509,ene/21/2015 07:40 a. m.,9,h,Caida Ocupante,ene/21/2015 07:40 a. m.,1,1,1,1,1,Carrera 57 X Calle 74 Sur,140
6558,A000161510,ene/21/2015 07:45 a. m.,9,h,Caida Ocupante,ene/21/2015 07:45 a. m.,1,1,1,1,1,Carrera 57 X Calle 74 Sur,140
6559,A000161515,ene/22/2015 12:40 p. m.,14,d,Choque,ene/22/2015 12:40 p. m.,1,1,1,1,1,Calle 84 Sur X Carrera 55,143
6560,A000161511,ene/21/2015 11:30 a. m.,6,d,Choque,ene/21/2015 11:30 a. m.,1,1,1,1,1,Carrera 54 X Calle 80 Sur,143
6561,A000161512,ene/21/2015 08:00 a. m.,23,h,Choque,ene/21/2015 08:00 a. m.,1,1,1,1,1,Calle 77 Sur X Carrera 53,143
6562,A000161513,ene/22/2015 02:30 p. m.,13,h,Caida Ocupante,ene/22/2015 02:30 p. m.,1,1,1,1,1,Carrera 50 X Calle 97B Sur,140
6563,A000161514,ene/20/2015 02:30 p. m.,27,d,Choque,ene/20/2015 02:30 p. m.,1,1,1,1,1,Carrera 54 X Calle 75AB Sur,143
6564,A000161508,ene/20/2015 12:15 p. m.,3,h,Caida Ocupante,ene/20/2015 12:15 p. m.,1,2,1,1,1,Carrera 50 X Calle 83C Sur,143
6576,A000213225,ene/05/2015 01:00 p. m.,1,d,Choque,ene/05/2015 01:00 p. m.,1,1,1,1,1,Carrera 60 X Calle 83A Sur,143
6577,A000213220,feb/10/2015 05:35 a. m.,3,h,Choque,feb/10/2015 05:35 a. m.,1,1,1,1,1,Carrera 50 X Calle 79B Sur,143
6578,A000213218,feb/09/2015 01:20 p. m.,3,h,Choque,feb/09/2015 01:20 p. m.,1,1,1,1,1,Carrera 50 X Calle 77 Sur,143
6648,A00000149,mar/01/2015 07:30 a. m.,19,h,Volcamiento,mar/01/2015 07:30 a. m.,1,1,1,1,1,Calle 77 Sur X Carrera 53,140
6649,A000213271,mar/02/2015 05:10 a. m.,5,h,Caida Ocupante,mar/02/2015 05:10 a. m.,1,1,1,1,1,Carrera 55 X Calle 91 Sur,140
6681,A000213297,mar/13/2015 07:30 a. m.,3,d,Choque,mar/13/2015 07:30 a. m.,1,1,1,1,1,Carrera 50 X Calle 97 Sur,143
6682,A000213296,mar/13/2015 08:00 a. m.,3,d,Choque,mar/13/2015 08:00 a. m.,1,2,1,1,1,Carrera 50 X Calle 79 Sur,143
6683,A000213292,mar/11/2015 12:00 p. m.,15,h,Caida Ocupante,mar/11/2015 12:00 p. m.,1,1,1,1,1,Carrera 62A X Calle 74 Sur,140
6684,A000213301,mar/15/2015 07:10 p. m.,1,h,Atropello,mar/15/2015 07:10 p. m.,1,1,1,1,1,Calle 77 Sur X Carrera 60,409
6685,A000213293,mar/12/2015 08:00 a. m.,23,d,Choque,mar/12/2015 08:00 a. m.,1,2,1,1,1,Carrera 53 X Calle 78 Sur,143
6686,A000213304,mar/17/2015 07:50 a. m.,9,d,Choque,mar/17/2015 07:50 a. m.,1,1,1,1,1,Calle 74 Sur X Carrera 57B,143
6687,A000213298,mar/13/2015 03:55 p. m.,20,h,Caida Ocupante,mar/13/2015 03:55 p. m.,1,1,1,1,1,Carrera 63 X Calle 80 Sur,140
6815,A000213378,abr/22/2015 02:15 p. m.,23,h,Caida Ocupante,abr/22/2015 02:15 p. m.,1,1,1,1,1,Carrera 52C X Calle 75 Sur,140
7655,A000419355,feb/07/2016 05:30 p. m.,2,h,Choque,feb/07/2016 05:30 p. m.,1,2,1,1,1,Carrera 48 X Calle 100 Sur,143
7656,A000419349,feb/06/2016 09:45 a. m.,4,d,Choque,feb/06/2016 09:45 a. m.,1,2,1,1,1,Carrera 50 X Calle 79C Sur,143
7657,A000419359,feb/07/2016 05:45 p. m.,3,h,Caida Ocupante,feb/07/2016 05:45 p. m.,1,1,1,1,1,Calle 105 Sur X Carrera 50,140
7658,A000419347,feb/06/2016 01:50 p. m.,1,h,Caida Ocupante,feb/06/2016 01:50 p. m.,1,1,1,1,1,Carrera 60 X Calle 79 Sur,140
7659,A000419357,feb/05/2016 05:50 p. m.,2,d,Choque,feb/05/2016 05:50 p. m.,1,1,1,1,1,Carrera 50 X Calle 99 Sur,143
7660,A000419356,feb/06/2016 08:50 a. m.,18,h,Atropello,feb/06/2016 08:50 a. m.,1,1,1,1,1,Carrera 50 X Calle 77 Sur,409
7661,A000419351,feb/06/2016 04:30 p. m.,19,h,Caida Ocupante,feb/06/2016 04:30 p. m.,1,1,1,1,1,Carrera 52 X Calle 77 Sur,140
7662,A000419352,feb/08/2016 07:50 a. m.,3,h,Caida Ocupante,feb/08/2016 07:50 a. m.,1,2,1,1,1,Carrera 50 X Calle 80 Sur,140
7663,A000419354,feb/07/2016 10:40 a. m.,24,h,Choque,feb/07/2016 10:40 a. m.,1,1,1,1,1,Carrera 65 X Calle 87 Sur,143
7664,A000419353,feb/06/2016 10:10 p. m.,12,m,Caida Ocupante,feb/06/2016 10:10 p. m.,1,1,1,1,1,Calle 95 Sur X Carrera 57,140
7705,A000419401,feb/19/2016 05:45 p. m.,24,d,Choque,feb/19/2016 05:45 p. m.,1,1,1,1,1,Carrera 62 X Calle 87 Sur,143
7706,A000419400,feb/19/2016 11:30 a. m.,4,d,Choque,feb/19/2016 11:30 a. m.,1,2,1,1,1,Carrera 48 X Calle 100D Sur,140
7707,A000419390,feb/18/2016 04:25 p. m.,4,h,Choque,feb/18/2016 04:25 p. m.,1,2,1,1,1,Carrera 48 X Calle 99 Sur,143
7708,A000419391,feb/19/2016 10:00 p. m.,6,h,Caida Ocupante,feb/19/2016 10:00 p. m.,1,1,1,1,1,Carrera 55 X Calle 79C Sur,140
7709,A000419392,feb/19/2016 05:30 p. m.,15,h,Caida Ocupante,feb/19/2016 05:30 p. m.,1,1,1,1,1,Calle 74 Sur X Carrera 63,140
7710,A000419398,feb/21/2016 03:30 p. m.,3,h,Caida Ocupante,feb/21/2016 03:30 p. m.,1,1,1,1,1,Carrera 50 X Calle 83 Sur,140
7711,A000419405,feb/22/2016 02:00 p. m.,4,d,Choque,feb/22/2016 02:00 p. m.,1,2,1,1,1,Carrera 48 X Calle 101 Sur,143
7712,A000155,feb/20/2016 10:10 p. m.,15,h,Choque,feb/20/2016 10:10 p. m.,1,1,1,1,1,Carrera 62 X Calle 74 Sur,143
7713,A000419388,feb/17/2016 10:00 p. m.,19,d,Choque,feb/17/2016 10:00 p. m.,1,1,1,1,1,Carrera 56D X Calle 77 Sur,143
7714,A000419402,feb/19/2016 02:10 p. m.,23,h,Choque,feb/19/2016 02:10 p. m.,1,1,1,1,1,Carrera 53 X Calle 79 Sur,143
7715,A000419407,feb/22/2016 08:40 p. m.,2,h,Caida Ocupante,feb/22/2016 08:40 p. m.,1,1,1,1,1,Carrera 50 X Calle 100 Sur,140
7375,A000273491,oct/29/2015 05:30 a. m.,3,d,Volcamiento,oct/29/2015 05:30 a. m.,1,2,1,2,1,Carrera 50 X Calle 79C Sur,140
7376,A000331241,oct/31/2015 11:00 a. m.,18,d,Choque,oct/31/2015 11:00 a. m.,1,2,1,1,1,Carrera 53 X Calle 77 Sur,143
7377,A000273484,oct/30/2015 01:00 p. m.,19,d,Choque,oct/30/2015 01:00 p. m.,1,1,1,1,1,Calle 77 Sur X Carrera 61,143
7378,A000331247,nov/04/2015 05:20 p. m.,20,d,Choque,nov/04/2015 05:20 p. m.,1,1,1,1,1,Calle 79 Sur X Carrera 62,143
7379,A000331244,nov/04/2015 04:20 p. m.,2,d,Choque,nov/04/2015 04:20 p. m.,1,1,1,1,1,Carrera 50 X Calle 100 Sur,143
7380,A000331245,oct/31/2015 10:00 a. m.,19,d,Choque,oct/31/2015 10:00 a. m.,1,1,1,1,1,Carrera 60 X Calle 77 Sur,143
7381,A000331258,nov/09/2015 09:10 p. m.,23,h,Caida Ocupante,nov/09/2015 09:10 p. m.,1,2,1,1,1,Calle 79 Sur X Carrera 51,140
7397,A000331273,nov/14/2015 02:30 a. m.,6,h,Choque,nov/14/2015 02:30 a. m.,1,1,1,1,1,Carrera 55 X Calle 80 Sur,143
7398,A000331283,nov/17/2015 10:50 a. m.,3,d,Volcamiento,nov/17/2015 10:50 a. m.,1,2,1,1,1,Carrera 50 X Calle 98A Sur,140
7399,A000331282,nov/17/2015 04:20 p. m.,23,h,Atropello,nov/17/2015 04:20 p. m.,1,2,1,1,1,Calle 79 Sur X Carrera 52,409
7400,A000331286,nov/18/2015 09:50 p. m.,3,h,Atropello,nov/18/2015 09:50 p. m.,1,2,1,1,1,Carrera 50 X Calle 98AA Sur,409
7401,A000331277,nov/14/2015 03:40 p. m.,2,h,Caida Ocupante,nov/14/2015 03:40 p. m.,1,2,1,1,1,Carrera 48 X Calle 98 Sur,140
7410,A00000919,nov/17/2015 07:00 a. m.,2,h,Atropello,nov/17/2015 07:00 a. m.,1,1,1,1,1,Carrera 50 X Calle 100 Sur,409
7411,A000331291,nov/21/2015 07:35 p. m.,15,h,Choque,nov/21/2015 07:35 p. m.,1,1,1,1,1,Carrera 62A X Calle 75 Sur,143
7412,A000331297,nov/23/2015 01:45 p. m.,14,h,Choque,nov/23/2015 01:45 p. m.,1,1,1,1,1,Carrera 50 X Calle 80 Sur,143
7413,A000331293,nov/18/2015 12:30 p. m.,3,h,Choque,nov/18/2015 12:30 p. m.,1,1,1,1,1,Carrera 50 X Calle 100C Sur,143
7414,A00000923,nov/22/2015 11:30 a. m.,15,h,Atropello,nov/22/2015 11:30 a. m.,1,1,1,1,1,Carrera 62A X Calle 75A Sur,409
7415,A00000916,nov/21/2015 09:30 p. m.,17,h,Choque,nov/21/2015 09:30 p. m.,1,1,1,1,1,Calle 80 Sur X Carrera 55,143
7416,A00000918,nov/16/2015 11:00 a. m.,3,h,Caida Ocupante,nov/16/2015 11:00 a. m.,1,2,1,1,1,Carrera 50 X Calle 80 Sur,140
7417,A000331290,nov/21/2015 11:10 a. m.,12,h,Caida Ocupante,nov/21/2015 11:10 a. m.,1,1,1,1,1,Carrera 50 X Calle 96 Sur,140
7418,A000331295,nov/22/2015 06:30 p. m.,19,d,Choque,nov/22/2015 06:30 p. m.,1,1,1,2,1,Carrera 56E X Calle 77 Sur,143
7419,A000331294,nov/18/2015 07:00 a. m.,3,d,Choque,nov/18/2015 07:00 a. m.,1,1,1,1,1,Carrera 50 X Calle 96 Sur,143
7439,A00000846,oct/27/2015 03:00 p. m.,3,h,Caida Ocupante,oct/27/2015 03:00 p. m.,1,1,1,1,1,Carrera 50 X Calle 83D Sur,140
7440,A000331265,nov/11/2015 07:40 a. m.,4,d,Choque,nov/11/2015 07:40 a. m.,1,2,1,1,1,Carrera 50 X Calle 79C Sur,143
7441,A00000891,nov/11/2015 06:40 a. m.,22,h,Choque,nov/11/2015 06:40 a. m.,1,1,1,1,1,Carrera 57 X Calle 82 Sur,143
7442,A000331254,nov/06/2015 07:20 p. m.,15,d,Choque,nov/06/2015 07:20 p. m.,1,1,1,1,1,Calle 76 Sur X Carrera 60,143
7443,A000331253,nov/06/2015 11:00 a. m.,2,d,Choque,nov/06/2015 11:00 a. m.,1,2,1,1,1,Carrera 48 X Calle 100 Sur,143
7444,A000273510,oct/28/2015 07:30 a. m.,2,d,Choque,oct/28/2015 07:30 a. m.,1,2,1,1,1,Carrera 50 X Calle 100B Sur,143
7445,A00000879,nov/08/2015 11:30 a. m.,3,h,Choque,nov/08/2015 11:30 a. m.,1,1,1,1,1,Carrera 50 X Calle 92 Sur,143
7446,A000273503,oct/27/2015 08:30 a. m.,3,h,Choque,oct/27/2015 08:30 a. m.,1,1,1,1,1,Carrera 50 X Calle 79 Sur,143
7447,A000331308,nov/27/2015 03:40 p. m.,4,d,Choque,nov/27/2015 03:40 p. m.,1,2,1,1,1,Carrera 50 X Calle 79 Sur,143
8118,A000458949,jun/27/2016 11:40 a. m.,3,d,Choque,jun/27/2016 11:40 a. m.,1,1,1,1,1,Carrera 50 X Calle 91 Sur,143
8119,A000458933,jun/25/2016 02:30 p. m.,13,d,Choque,jun/25/2016 02:30 p. m.,1,1,1,1,1,Carrera 50 X Calle 97A Sur,143
8120,A000458928,jun/24/2016 02:10 p. m.,23,d,Choque,jun/24/2016 02:10 p. m.,1,1,1,2,1,Calle 78 Sur X Carrera 52A,143
8121,A000458936,jun/21/2016 12:10 p. m.,14,h,Choque,jun/21/2016 12:10 p. m.,1,1,1,1,1,Calle 87 Sur X Carrera 55,143
8122,A000458942,jun/28/2016 06:30 p. m.,2,h,Choque,jun/28/2016 06:30 p. m.,1,1,1,1,1,Carrera 48 X Calle 98A Sur,143
8123,A000458946,jun/29/2016 07:25 a. m.,17,h,Choque,jun/29/2016 07:25 a. m.,1,1,1,1,1,Calle 80 Sur X Carrera 59,143
8124,A000458948,jun/30/2016 06:00 a. m.,18,h,Choque,jun/30/2016 06:00 a. m.,1,1,1,2,1,Carrera 50A X Calle 77 Sur,143
8129,A000458955,jul/02/2016 05:30 p. m.,2,h,Atropello,jul/02/2016 05:30 p. m.,1,1,1,1,1,Carrera 49 X Calle 100 Sur,409
8130,A000458956,jul/02/2016 02:30 p. m.,3,h,Choque,jul/02/2016 02:30 p. m.,1,1,1,1,1,Carrera 50 X Calle 96A Sur,143
8131,A000458953,jun/30/2016 02:30 p. m.,15,d,Choque,jun/30/2016 02:30 p. m.,1,1,1,1,1,Carrera 57 X Calle 75AA Sur,143
8178,A000458995,jul/23/2016 06:50 a. m.,23,d,Choque,jul/23/2016 06:50 a. m.,1,1,1,1,1,Calle 78A Sur X Carrera 52A,143
8179,A000458981,jul/11/2016 12:20 p. m.,23,d,Choque,jul/11/2016 12:20 p. m.,1,1,1,1,1,Carrera 53 X Calle 77 Sur,143
8193,A000459009,jul/30/2016 11:10 a. m.,3,d,Choque,jul/30/2016 11:10 a. m.,1,1,1,1,1,Carrera 50 X Calle 97B Sur,143
8181,A000459002,jul/25/2016 08:40 a. m.,3,h,Choque,jul/25/2016 08:40 a. m.,1,1,1,1,1,Carrera 50 X Calle 94B Sur,143
8180,A000458999,jul/24/2016 11:30 a. m.,3,h,Choque,jul/24/2016 11:30 a. m.,1,1,1,1,1,Carrera 50 X Calle 97B Sur,143
8194,A000459015,jul/31/2016 07:00 p. m.,3,h,Caida Ocupante,jul/31/2016 07:00 p. m.,1,1,1,1,1,Carrera 50 X Calle 94 Sur,140
8195,A000459016,jul/31/2016 12:00 p. m.,5,h,Caida Ocupante,jul/31/2016 12:00 p. m.,1,1,1,1,1,Carrera 55 X Calle 88 Sur,140
8196,A000459017,jul/29/2016 08:00 p. m.,23,h,Choque,jul/29/2016 08:00 p. m.,1,1,1,1,1,Carrera 50A X Calle 77 Sur,143
7680,A000419375,feb/13/2016 11:10 a. m.,4,h,Caida Ocupante,feb/13/2016 11:10 a. m.,1,1,1,1,1,Carrera 48 X Calle 100C Sur,140
7728,A000419416,feb/25/2016 08:00 a. m.,1,h,Caida Ocupante,feb/25/2016 08:00 a. m.,1,1,1,1,1,Carrera 62 X Calle 80 Sur,140
7729,A000419415,feb/29/2016 06:20 p. m.,19,h,Atropello,feb/29/2016 06:20 p. m.,1,1,1,1,1,Calle 75 Sur X Carrera 57,409
7730,A00000176,feb/29/2016 06:05 p. m.,3,h,Choque,feb/29/2016 06:05 p. m.,1,2,1,1,1,Carrera 50 X Calle 96A Sur,143
7731,A000419419,mar/01/2016 09:00 p. m.,19,d,Choque,mar/01/2016 09:00 p. m.,1,1,1,1,1,Calle 77 Sur X Carrera 55,143
7732,A000419418,mar/01/2016 04:20 p. m.,19,d,Choque,mar/01/2016 04:20 p. m.,1,1,1,1,1,Calle 77 Sur X Carrera 59,143
7733,A000419417,mar/01/2016 01:40 p. m.,5,d,Choque,mar/01/2016 01:40 p. m.,1,1,1,1,1,Carrera 52 X Calle 88 Sur,143
7734,A00000997,dic/16/2015 09:50 p. m.,1,d,Choque,dic/16/2015 09:50 p. m.,1,1,1,1,1,Carrera 59 X Calle 80 Sur,143
7735,A000419425,mar/03/2016 06:10 p. m.,3,h,Choque,mar/03/2016 06:10 p. m.,1,1,1,1,1,Carrera 50 X Calle 88A Sur,143
7736,A000419423,mar/03/2016 08:20 a. m.,9,h,Caida Ocupante,mar/03/2016 08:20 a. m.,1,1,1,1,1,Calle 74 Sur X Carrera 61,140
7737,A000419424,mar/03/2016 09:30 a. m.,13,h,Choque,mar/03/2016 09:30 a. m.,1,1,1,1,1,Carrera 50 X Calle 96A Sur,143
7738,A00000190,mar/05/2016 03:20 p. m.,4,h,Otro,mar/05/2016 03:20 p. m.,1,2,1,1,1,Carrera 48 X Calle 100B Sur,140
7739,A000419430,mar/04/2016 06:30 p. m.,8,h,Choque,mar/04/2016 06:30 p. m.,1,1,1,1,1,Carrera 55C X Calle 77 Sur,140
7740,A000419429,mar/03/2016 01:50 p. m.,13,h,Caida Ocupante,mar/03/2016 01:50 p. m.,1,2,1,1,1,Carrera 50 X Calle 98 Sur,140
7741,A000419431,mar/04/2016 10:00 p. m.,5,h,Caida Ocupante,mar/04/2016 10:00 p. m.,1,1,1,1,1,Carrera 55 X Calle 91 Sur,140
7742,A000419432,mar/06/2016 08:30 p. m.,15,h,Caida Ocupante,mar/06/2016 08:30 p. m.,1,1,1,1,1,Calle 74 Sur X Carrera 60,140
7743,A000419433,mar/06/2016 04:40 p. m.,13,h,Caida Ocupante,mar/06/2016 04:40 p. m.,1,2,1,1,1,Carrera 50 X Calle 98 Sur,140
7744,A000419420,mar/02/2016 09:30 a. m.,5,h,Caida Ocupante,mar/02/2016 09:30 a. m.,1,1,1,1,1,Calle 88 Sur X Carrera 55,140
7745,A000419421,mar/02/2016 12:15 p. m.,19,h,Caida Ocupante,mar/02/2016 12:15 p. m.,1,1,1,1,1,Calle 75 Sur X Carrera 58,140
7755,A00000200,mar/06/2016 01:50 p. m.,3,h,Atropello,mar/06/2016 01:50 p. m.,1,2,1,1,1,Carrera 49 X Calle 79 Sur,409
7756,A000419436,mar/07/2016 09:40 a. m.,15,d,Choque,mar/07/2016 09:40 a. m.,1,1,1,1,1,Carrera 62A X Calle 75 Sur,143
7757,A00000203,mar/08/2016 04:40 p. m.,19,d,Otro,mar/08/2016 04:40 p. m.,1,1,1,1,1,Carrera 55 X Calle 77 Sur,140
7758,A000419437,mar/07/2016 02:00 p. m.,4,h,Caida Ocupante,mar/07/2016 02:00 p. m.,1,1,1,1,1,Carrera 48 X Calle 101 Sur,140
